customer_id,total_sessions,total_orders,total_spend,average_order_value,cart_abandonment_rate,average_discount_used,customer_satisfaction,preferred_device,city,preferred_category,total_products_purchased,total_pages_viewed,average_time_on_site,total_review_votes,preferred_payment_method,rn,churn,recency,frequency,monetary,purchase_velocity,discount_dependency_score,return_behavior_score,R,F,M,RFM_Score,customer_segment,churn_risk_score,high_risk_customer
1026,3,1,244.3,244.3,0.67,5.0,4.0,0,218,6,6,49,603.0,19,4,26,0,1155.0,1,244.3,0.25,1.25,76.80745832173994,5,3,1,531,Loyal Customers,55.3,1
1027,4,0,0.0,1399.0,0.0,3.75,4.0,1,27,7,11,57,1235.5,0,4,27,0,522.5,0,0.0,0.0,0.0,50.0,1,1,1,111,Lost Customers,36.0,0
1028,5,1,2328.44,2328.44,0.6,5.0,4.0,2,84,6,15,57,956.6,43,5,28,0,801.4,1,2328.44,0.16666666666666666,0.8333333333333333,71.61543834631794,3,3,2,332,At Risk,55.0,1
1029,1,1,357.02,357.02,0.0,15.0,5.0,2,33,7,1,17,272.0,47,1,29,0,1486.0,1,357.02,0.5,7.5,36.85326962762011,5,3,1,531,Loyal Customers,15.0,0
1030,3,0,0.0,1399.0,0.33,0.0,4.0,2,170,5,5,26,792.33,0,1,30,0,965.67,0,0.0,0.0,0.0,66.5,4,1,1,411,Potential Loyalists,49.2,0
1031,4,2,2231.42,1115.71,0.5,16.25,4.25,1,159,6,11,77,1274.0,20,4,31,0,484.0,2,2231.42,0.4,6.5,60.95785365655722,1,5,2,152,Lost Customers,42.5,0
1032,4,0,0.0,1399.0,0.25,10.0,4.0,2,59,7,8,45,973.75,0,4,32,0,784.25,0,0.0,0.0,0.0,62.5,3,1,1,311,At Risk,46.0,0
1033,5,1,571.06,571.06,0.2,9.0,4.2,1,57,7,13,85,480.2,35,4,33,0,1277.8,1,571.06,0.16666666666666666,1.5,54.7988763100538,5,3,1,531,Loyal Customers,37.8,0
1034,1,0,0.0,1399.0,1.0,0.0,4.0,0,146,0,3,19,1748.0,0,4,34,0,10.0,0,0.0,0.0,0.0,100.0,1,1,1,111,Lost Customers,76.0,1
1035,4,1,325.77,325.77,0.5,3.75,4.0,1,214,5,11,49,733.0,32,4,35,0,1025.0,1,325.77,0.2,0.75,69.40987800848637,4,3,1,431,Potential Loyalists,50.0,0
1036,3,1,395.17,395.17,0.33,6.67,4.33,2,192,7,5,41,170.0,26,4,36,0,1588.0,1,395.17,0.25,1.6675,59.53416211625858,5,3,1,531,Loyal Customers,39.720000000000006,0
1037,4,0,0.0,1399.0,0.5,11.25,4.0,1,44,5,10,64,1087.0,0,4,37,0,671.0,0,0.0,0.0,0.0,75.0,2,1,1,211,Lost Customers,56.0,1
1038,4,1,4503.98,4503.98,0.5,7.5,4.0,1,98,7,11,31,1076.0,38,3,38,0,682.0,1,4503.98,0.2,1.5,61.841183511871634,2,3,3,233,At Risk,50.0,0
1039,4,2,1852.98,926.49,0.25,13.75,4.25,1,84,7,11,76,1146.5,83,3,39,0,611.5,2,1852.98,0.4,5.5,49.14338567751808,2,5,2,252,At Risk,32.5,0
1040,5,2,7417.69,3708.85,0.6,3.0,3.6,2,83,7,15,25,1016.0,66,5,40,1,742.0,2,7417.69,0.3333333333333333,1.0,58.22975720529587,2,5,3,253,At Risk,52.4,1
1041,2,1,1296.48,1296.48,0.5,2.5,3.5,1,94,7,4,38,1041.5,33,4,41,0,716.5,1,1296.48,0.3333333333333333,0.8333333333333333,64.3181343906511,2,3,2,232,At Risk,49.0,0
1042,5,3,4330.68,1443.56,0.4,7.0,4.4,1,224,6,12,71,525.2,58,3,42,0,1232.8,3,4330.68,0.5,3.5,49.65511094880356,5,5,3,553,Loyal Customers,34.599999999999994,0
1043,1,0,0.0,1399.0,1.0,20.0,4.0,2,158,6,4,17,152.0,0,1,43,0,1606.0,0,0.0,0.0,0.0,100.0,5,1,1,511,Loyal Customers,76.0,1
1044,7,2,1008.62,504.31,0.43,15.71,3.57,1,64,5,22,72,888.57,56,5,44,0,869.43,2,1008.62,0.25,3.9275,63.42291695650158,3,5,2,352,Potential Loyalists,48.28,0
1045,2,0,0.0,1399.0,0.5,5.0,4.0,1,83,5,8,32,868.0,0,3,45,1,890.0,0,0.0,0.0,0.0,75.0,3,1,1,311,At Risk,56.0,1
1046,3,0,0.0,1399.0,0.0,15.0,4.0,1,75,6,11,36,461.33,0,5,46,0,1296.67,0,0.0,0.0,0.0,50.0,5,1,1,511,Loyal Customers,36.0,0
1047,5,1,922.92,922.92,0.4,9.0,4.2,2,83,6,12,49,783.2,40,2,47,0,974.8,1,922.92,0.16666666666666666,1.5,64.16149311352254,4,3,2,432,Potential Loyalists,45.8,0
1048,3,0,0.0,1399.0,0.67,11.67,4.0,1,99,3,12,40,1699.0,0,5,48,0,59.0,0,0.0,0.0,0.0,83.5,1,1,1,111,Lost Customers,62.8,1
1049,4,0,0.0,1399.0,0.5,13.75,4.0,1,64,7,8,53,951.75,0,5,49,1,806.25,0,0.0,0.0,0.0,75.0,3,1,1,311,At Risk,56.0,1
1050,3,0,0.0,1399.0,0.67,11.67,4.0,1,36,4,4,34,806.0,0,5,50,0,952.0,0,0.0,0.0,0.0,83.5,4,1,1,411,Potential Loyalists,62.8,1
1051,3,0,0.0,1399.0,0.33,13.33,4.0,1,222,7,4,49,715.0,0,4,51,0,1043.0,0,0.0,0.0,0.0,66.5,4,1,1,411,Potential Loyalists,49.2,0
1052,6,0,0.0,1399.0,0.67,1.67,4.0,1,99,7,13,64,780.5,0,4,52,0,977.5,0,0.0,0.0,0.0,83.5,4,1,1,411,Potential Loyalists,62.8,1
1053,1,0,0.0,1399.0,0.0,30.0,4.0,1,130,1,4,9,1385.0,0,2,53,1,373.0,0,0.0,0.0,0.0,50.0,1,1,1,111,Lost Customers,36.0,0
1054,5,1,2322.16,2322.16,0.2,2.0,4.0,2,64,6,14,61,535.0,8,4,54,0,1223.0,1,2322.16,0.16666666666666666,0.3333333333333333,51.62681436653682,5,3,2,532,Loyal Customers,39.0,0
1055,2,0,0.0,1399.0,0.5,5.0,4.0,2,4,7,3,34,1525.0,0,4,55,0,233.0,0,0.0,0.0,0.0,75.0,1,1,1,111,Lost Customers,56.0,1
1056,1,1,345.71,345.71,0.0,0.0,4.0,1,31,7,1,19,375.0,44,4,56,0,1383.0,1,345.71,0.5,0.0,36.873757332823224,5,3,1,531,Loyal Customers,21.0,0
1057,4,0,0.0,1399.0,0.25,3.75,4.0,1,209,6,10,40,1014.25,0,4,57,1,743.75,0,0.0,0.0,0.0,62.5,2,1,1,211,Lost Customers,46.0,0
1058,3,2,6257.73,3128.87,0.0,11.67,3.33,1,41,6,9,50,903.33,87,4,58,0,854.67,2,6257.73,0.5,5.835,26.164321177657207,3,5,3,353,Potential Loyalists,25.02,0
1059,2,0,0.0,1399.0,0.5,20.0,4.0,1,151,4,6,35,947.0,0,3,59,0,811.0,0,0.0,0.0,0.0,75.0,3,1,1,311,At Risk,56.0,1
1060,1,0,0.0,1399.0,0.0,15.0,4.0,0,190,2,2,10,1131.0,0,3,60,0,627.0,0,0.0,0.0,0.0,50.0,2,1,1,211,Lost Customers,36.0,0
1061,2,0,0.0,1399.0,1.0,7.5,4.0,1,221,3,5,21,1219.0,0,3,61,0,539.0,0,0.0,0.0,0.0,100.0,1,1,1,111,Lost Customers,76.0,1
1062,3,2,5304.35,2652.18,0.0,13.33,3.67,1,224,7,8,57,1032.0,32,5,62,0,726.0,2,5304.35,0.5,6.665,27.89133871846596,2,5,3,253,At Risk,22.98,0
1063,3,0,0.0,1399.0,0.67,11.67,4.0,2,66,6,8,45,914.0,0,5,63,0,844.0,0,0.0,0.0,0.0,83.5,3,1,1,311,At Risk,62.8,1
1064,1,0,0.0,1399.0,1.0,30.0,4.0,1,126,5,4,17,1377.0,0,1,64,0,381.0,0,0.0,0.0,0.0,100.0,1,1,1,111,Lost Customers,76.0,1
1065,1,1,7889.36,7889.36,0.0,0.0,5.0,1,13,2,4,6,1586.0,9,1,65,0,172.0,1,7889.36,0.5,0.0,23.208675338527172,1,3,3,133,Lost Customers,15.0,0
1066,4,1,3654.18,3654.18,0.5,17.5,4.0,1,77,5,12,23,852.0,34,5,66,0,906.0,1,3654.18,0.2,3.5,63.38056917779633,3,3,3,333,Potential Loyalists,50.0,0
1067,4,1,2032.07,2032.07,0.75,8.75,4.25,1,60,5,13,44,889.25,33,4,67,0,868.75,1,2032.07,0.2,1.75,78.81896983977926,3,3,2,332,At Risk,58.5,1
1068,2,0,0.0,1399.0,0.5,0.0,4.0,1,54,5,2,16,928.5,0,2,68,0,829.5,0,0.0,0.0,0.0,75.0,3,1,1,311,At Risk,56.0,1
1069,3,0,0.0,1399.0,0.0,18.33,4.0,1,34,7,10,15,603.33,0,5,69,1,1154.67,0,0.0,0.0,0.0,50.0,5,1,1,511,Loyal Customers,36.0,0
1070,3,0,0.0,1399.0,0.0,5.0,4.0,2,7,5,7,29,1023.67,0,3,70,0,734.33,0,0.0,0.0,0.0,50.0,2,1,1,211,Lost Customers,36.0,0
1071,5,1,1331.9,1331.9,0.2,7.0,4.0,1,5,6,13,75,1117.6,26,5,71,0,640.4000000000001,1,1331.9,0.16666666666666666,1.1666666666666665,53.4206388541087,2,3,2,232,At Risk,39.0,0
1072,1,0,0.0,1399.0,1.0,20.0,4.0,0,13,7,4,7,1566.0,0,1,72,1,192.0,0,0.0,0.0,0.0,100.0,1,1,1,111,Lost Customers,76.0,1
1073,2,0,0.0,1399.0,1.0,15.0,4.0,1,184,7,2,23,387.0,0,4,73,0,1371.0,0,0.0,0.0,0.0,100.0,5,1,1,511,Loyal Customers,76.0,1
1074,1,0,0.0,1399.0,1.0,0.0,4.0,0,154,4,1,5,856.0,0,5,74,0,902.0,0,0.0,0.0,0.0,100.0,3,1,1,311,At Risk,76.0,1
1075,2,0,0.0,1399.0,0.5,0.0,4.0,1,184,4,4,43,1292.0,0,5,75,0,466.0,0,0.0,0.0,0.0,75.0,1,1,1,111,Lost Customers,56.0,1
1076,4,1,1449.62,1449.62,0.5,8.75,3.5,1,97,7,7,77,882.25,29,3,76,0,875.75,1,1449.62,0.2,1.75,67.37405948571694,3,3,2,332,At Risk,53.0,1
1077,3,1,1959.6,1959.6,0.33,0.0,4.0,1,54,7,8,21,526.0,48,4,77,0,1232.0,1,1959.6,0.25,0.0,56.70024693934335,5,3,2,532,Loyal Customers,41.7,0
1078,2,1,490.0,490.0,0.0,10.0,4.0,0,58,6,5,9,1327.0,6,5,78,0,431.0,1,490.0,0.3333333333333333,3.333333333333333,40.77904725468373,1,3,1,131,Lost Customers,26.0,0
1079,4,1,4252.77,4252.77,0.5,2.5,3.5,1,98,7,11,29,1218.0,46,5,79,0,540.0,1,4252.77,0.2,0.5,62.29624243530884,1,3,3,133,Lost Customers,53.0,1
1080,4,1,2111.96,2111.96,0.0,12.5,4.25,2,81,7,14,26,765.5,33,5,80,0,992.5,1,2111.96,0.2,2.5,41.17425164626229,4,3,2,432,Potential Loyalists,28.5,0
1081,1,0,0.0,1399.0,1.0,0.0,4.0,2,121,4,2,2,910.0,0,0,81,0,848.0,0,0.0,0.0,0.0,100.0,3,1,1,311,At Risk,76.0,1
1082,3,1,1601.42,1601.42,0.67,10.0,4.0,1,58,4,7,29,1434.67,0,2,82,0,323.3299999999999,1,1601.42,0.25,2.5,74.349078614821,1,3,2,132,Lost Customers,55.3,1
1083,4,1,1056.76,1056.76,0.5,10.0,4.0,1,214,3,9,33,926.25,47,5,83,0,831.75,1,1056.76,0.2,2.0,68.08571287794473,3,3,2,332,At Risk,50.0,0
1084,3,1,3648.04,3648.04,0.33,0.0,3.67,1,92,7,9,22,1055.67,46,4,84,0,702.3299999999999,1,3648.04,0.25,0.0,53.64169159246893,2,3,3,233,At Risk,43.68000000000001,0
1086,3,1,1236.24,1236.24,0.33,0.0,3.67,1,27,6,10,37,524.33,12,5,85,0,1233.67,1,1236.24,0.25,0.0,58.01059056761269,5,3,2,532,Loyal Customers,43.68000000000001,0
1087,3,1,222.61,222.61,0.0,11.67,4.0,1,218,7,9,53,951.0,20,5,86,0,807.0,1,222.61,0.25,2.9175,43.34674906673159,3,3,1,331,At Risk,28.5,0
1088,1,0,0.0,1399.0,1.0,20.0,4.0,1,156,4,2,1,1666.0,0,0,87,1,92.0,0,0.0,0.0,0.0,100.0,1,1,1,111,Lost Customers,76.0,1
1089,3,1,2169.46,2169.46,0.67,6.67,4.0,1,45,6,8,49,856.33,38,5,88,0,901.67,1,2169.46,0.25,1.6675,73.32009222546837,3,3,2,332,At Risk,55.3,1
1090,7,1,3331.6,3331.6,0.43,3.57,4.0,2,67,6,14,102,776.71,29,5,89,0,981.29,1,3331.6,0.125,0.44625,62.33991258579113,4,3,3,433,Potential Loyalists,49.45,0
1091,4,0,0.0,1399.0,0.5,10.0,4.0,2,183,7,9,59,1005.25,0,3,90,0,752.75,0,0.0,0.0,0.0,75.0,2,1,1,211,Lost Customers,56.0,1
1092,2,1,2987.93,2987.93,0.5,17.5,4.5,1,224,5,6,25,173.0,18,5,91,0,1585.0,1,2987.93,0.3333333333333333,5.833333333333333,61.25412652453163,5,3,3,533,Loyal Customers,43.0,0
1093,1,0,0.0,1399.0,0.0,0.0,4.0,1,221,5,3,3,193.0,0,4,92,0,1565.0,0,0.0,0.0,0.0,50.0,5,1,1,511,Loyal Customers,36.0,0
1094,2,0,0.0,1399.0,0.5,2.5,4.0,1,163,7,2,13,1235.5,0,3,93,0,522.5,0,0.0,0.0,0.0,75.0,1,1,1,111,Lost Customers,56.0,1
1095,3,2,3681.54,1840.77,0.33,1.67,4.0,2,4,5,9,11,474.0,69,4,94,0,1284.0,2,3681.54,0.5,0.835,47.3310074081803,5,5,3,553,Loyal Customers,34.2,0
1096,4,2,4912.93,2456.47,0.25,5.0,4.0,1,44,5,12,64,846.5,22,5,95,0,911.5,2,4912.93,0.4,2.0,43.600383596503434,3,5,3,353,Potential Loyalists,34.0,0
1097,2,0,0.0,1399.0,0.5,2.5,4.0,1,9,4,8,12,1629.5,0,3,96,0,128.5,0,0.0,0.0,0.0,75.0,1,1,1,111,Lost Customers,56.0,1
1098,3,0,0.0,1399.0,0.67,11.67,4.0,1,76,3,7,38,1288.0,0,2,97,0,470.0,0,0.0,0.0,0.0,83.5,1,1,1,111,Lost Customers,62.8,1
1099,5,1,2717.82,2717.82,0.6,6.0,4.2,1,97,7,13,84,858.0,20,5,98,0,900.0,1,2717.82,0.16666666666666666,1.0,70.91008886338342,3,3,3,333,Potential Loyalists,53.8,1
1100,2,2,788.77,394.39,0.0,2.5,2.5,1,97,4,3,10,988.0,40,4,99,0,770.0,2,788.77,0.6666666666666666,1.6666666666666665,31.90450157090521,3,5,2,352,Potential Loyalists,25.0,0
1101,1,1,1339.45,1339.45,0.0,10.0,2.0,2,29,1,2,14,168.0,44,4,100,0,1590.0,1,1339.45,0.5,5.0,35.073628935958084,5,3,2,532,Loyal Customers,33.0,0
1102,3,0,0.0,1399.0,0.33,13.33,4.0,1,38,4,5,44,1455.33,0,2,101,0,302.6700000000001,0,0.0,0.0,0.0,66.5,1,1,1,111,Lost Customers,49.2,0
1104,1,0,0.0,1399.0,1.0,15.0,4.0,0,207,1,1,15,809.0,0,1,102,0,949.0,0,0.0,0.0,0.0,100.0,4,1,1,411,Potential Loyalists,76.0,1
1105,4,1,1244.58,1244.58,0.5,8.75,4.0,1,48,5,8,67,761.75,41,3,103,0,996.25,1,1244.58,0.2,1.75,67.7454829229271,4,3,2,432,Potential Loyalists,50.0,0
1106,2,0,0.0,1399.0,0.5,7.5,4.0,1,214,7,6,24,968.5,0,5,104,1,789.5,0,0.0,0.0,0.0,75.0,3,1,1,311,At Risk,56.0,1
1107,3,0,0.0,1399.0,1.0,13.33,4.0,2,39,5,8,37,686.0,0,3,105,0,1072.0,0,0.0,0.0,0.0,100.0,4,1,1,411,Potential Loyalists,76.0,1
1108,6,0,0.0,1399.0,0.5,12.5,4.0,2,87,7,14,84,858.83,0,4,106,0,899.17,0,0.0,0.0,0.0,75.0,3,1,1,311,At Risk,56.0,1
1109,3,0,0.0,1399.0,1.0,3.33,4.0,0,45,6,9,24,743.33,0,5,107,1,1014.67,0,0.0,0.0,0.0,100.0,4,1,1,411,Potential Loyalists,76.0,1
1110,4,1,2098.22,2098.22,0.5,3.75,3.75,2,42,6,11,22,1089.75,33,5,108,0,668.25,1,2098.22,0.2,0.75,66.19914121916156,2,3,2,232,At Risk,51.5,1
1111,2,1,1839.86,1839.86,0.0,7.5,4.5,1,39,4,4,38,1010.0,2,5,109,0,748.0,1,1839.86,0.3333333333333333,2.5,38.33381880680764,2,3,2,232,At Risk,23.000000000000004,0
1112,5,1,2540.56,2540.56,0.4,8.0,4.2,2,87,6,12,39,1001.4,31,5,110,0,756.6,1,2540.56,0.16666666666666666,1.3333333333333333,61.23118971433871,2,3,3,233,At Risk,45.8,0
1113,2,0,0.0,1399.0,1.0,10.0,4.0,1,75,5,7,23,677.5,0,4,111,0,1080.5,0,0.0,0.0,0.0,100.0,4,1,1,411,Potential Loyalists,76.0,1
1114,2,0,0.0,1399.0,0.0,20.0,4.0,2,25,4,4,26,1415.5,0,4,112,0,342.5,0,0.0,0.0,0.0,50.0,1,1,1,111,Lost Customers,36.0,0
1115,2,1,1763.68,1763.68,0.5,10.0,4.5,1,72,7,4,26,1087.0,13,5,113,0,671.0,1,1763.68,0.3333333333333333,3.333333333333333,63.471816453348175,2,3,2,232,At Risk,43.0,0
1116,4,0,0.0,1399.0,0.5,8.75,4.0,1,7,5,13,36,966.25,0,4,114,0,791.75,0,0.0,0.0,0.0,75.0,3,1,1,311,At Risk,56.0,1
1118,1,1,4522.5,4522.5,0.0,15.0,5.0,1,140,2,3,14,500.0,18,0,115,0,1258.0,1,4522.5,0.5,7.5,29.30763512103506,5,3,3,533,Loyal Customers,15.0,0
1119,1,0,0.0,1399.0,1.0,0.0,4.0,1,173,1,1,20,1639.0,0,1,116,0,119.0,0,0.0,0.0,0.0,100.0,1,1,1,111,Lost Customers,76.0,1
1120,3,0,0.0,1399.0,0.33,10.0,4.0,2,204,6,5,34,239.33,0,5,117,0,1518.67,0,0.0,0.0,0.0,66.5,5,1,1,511,Loyal Customers,49.2,0
1121,2,1,1894.59,1894.59,0.5,22.5,4.0,2,213,5,5,43,1424.0,13,3,118,1,334.0,1,1894.59,0.3333333333333333,7.5,63.23467715289372,1,3,2,132,Lost Customers,46.0,0
1122,1,0,0.0,1399.0,1.0,10.0,4.0,1,84,4,1,21,863.0,0,0,119,1,895.0,0,0.0,0.0,0.0,100.0,3,1,1,311,At Risk,76.0,1
1123,3,0,0.0,1399.0,0.33,26.67,4.0,2,79,4,8,47,776.67,0,4,120,0,981.33,0,0.0,0.0,0.0,66.5,4,1,1,411,Potential Loyalists,49.2,0
1124,4,2,1684.02,842.01,0.5,0.0,4.5,2,64,5,8,38,897.0,34,4,121,0,861.0,2,1684.02,0.4,0.0,61.9494513425153,3,5,2,352,Potential Loyalists,41.0,0
1125,4,0,0.0,1399.0,0.25,6.25,4.0,2,77,4,10,53,879.75,0,5,122,0,878.25,0,0.0,0.0,0.0,62.5,3,1,1,311,At Risk,46.0,0
1126,4,2,2051.36,1025.68,0.25,0.0,4.25,2,84,6,11,67,632.75,50,5,123,0,1125.25,2,2051.36,0.4,0.0,48.78402661843813,4,5,2,452,Loyal Customers,32.5,0
1127,4,0,0.0,1399.0,0.25,5.0,4.0,1,193,6,13,53,724.0,0,4,124,0,1034.0,0,0.0,0.0,0.0,62.5,4,1,1,411,Potential Loyalists,46.0,0
1128,1,0,0.0,1399.0,0.0,10.0,4.0,1,122,5,3,3,618.0,0,4,125,0,1140.0,0,0.0,0.0,0.0,50.0,4,1,1,411,Potential Loyalists,36.0,0
1129,4,0,0.0,1399.0,0.25,6.25,4.0,2,79,6,7,73,981.25,0,5,126,0,776.75,0,0.0,0.0,0.0,62.5,3,1,1,311,At Risk,46.0,0
1130,2,1,1026.78,1026.78,0.5,22.5,3.5,0,151,3,6,22,928.5,42,4,127,0,829.5,1,1026.78,0.3333333333333333,7.5,64.80668736087925,3,3,2,332,At Risk,49.0,0
1131,2,1,1150.86,1150.86,0.0,5.0,4.0,1,77,4,5,37,739.0,28,5,128,0,1019.0,1,1150.86,0.3333333333333333,1.6666666666666665,39.58192038814691,4,3,2,432,Potential Loyalists,26.0,0
1132,3,2,3476.22,1738.11,0.33,8.33,3.67,1,178,5,7,25,901.0,29,2,129,0,857.0,2,3476.22,0.5,4.165,47.70293805648303,3,5,3,353,Potential Loyalists,36.18000000000001,0
1134,8,3,7061.16,2353.72,0.25,9.38,4.0,2,64,7,24,93,863.63,41,5,130,0,894.37,3,7061.16,0.3333333333333333,3.126666666666667,41.37559995826377,3,5,3,353,Potential Loyalists,36.0,0
1135,3,0,0.0,1399.0,0.33,5.0,4.0,2,93,3,12,29,556.67,0,4,131,0,1201.33,0,0.0,0.0,0.0,66.5,5,1,1,511,Loyal Customers,49.2,0
1136,2,0,0.0,1399.0,0.5,10.0,4.0,1,3,6,4,32,1251.0,0,2,132,0,507.0,0,0.0,0.0,0.0,75.0,1,1,1,111,Lost Customers,56.0,1
1138,6,1,924.05,924.05,0.67,6.67,4.17,1,64,7,10,71,993.67,45,5,133,0,764.33,1,924.05,0.14285714285714285,0.9528571428571428,78.2546842497085,3,3,2,332,At Risk,57.49428571428572,1
1139,2,0,0.0,1399.0,1.0,5.0,4.0,1,219,1,4,31,430.0,0,5,134,0,1328.0,0,0.0,0.0,0.0,100.0,5,1,1,511,Loyal Customers,76.0,1
1140,1,0,0.0,1399.0,0.0,10.0,4.0,0,209,5,3,6,1580.0,0,5,135,0,178.0,0,0.0,0.0,0.0,50.0,1,1,1,111,Lost Customers,36.0,0
1141,2,0,0.0,1399.0,0.5,15.0,4.0,1,210,3,6,25,966.0,0,1,136,0,792.0,0,0.0,0.0,0.0,75.0,3,1,1,311,At Risk,56.0,1
1142,4,0,0.0,1399.0,0.75,18.75,4.0,2,206,4,13,57,724.0,0,4,137,0,1034.0,0,0.0,0.0,0.0,87.5,4,1,1,411,Potential Loyalists,66.0,1
1143,6,0,0.0,1399.0,0.5,11.67,4.0,2,63,7,20,106,901.17,0,5,138,0,856.83,0,0.0,0.0,0.0,75.0,3,1,1,311,At Risk,56.0,1
1144,2,0,0.0,1399.0,0.5,7.5,4.0,1,48,6,5,42,1122.5,0,2,139,0,635.5,0,0.0,0.0,0.0,75.0,2,1,1,211,Lost Customers,56.0,1
