customer_id,total_sessions,total_orders,total_spend,average_order_value,cart_abandonment_rate,average_discount_used,customer_satisfaction,preferred_device,city,preferred_category,total_products_purchased,total_pages_viewed,average_time_on_site,total_review_votes,preferred_payment_method,rn,churn
1032,4,0,0.0,1399.0,0.25,10.0,4.0,2,59,7,8,45,973.75,0,4,32,0
1033,5,1,571.06,571.06,0.2,9.0,4.2,1,57,7,13,85,480.2,35,4,33,0
1034,1,0,0.0,1399.0,1.0,0.0,4.0,0,146,0,3,19,1748.0,0,4,34,0
1035,4,1,325.77,325.77,0.5,3.75,4.0,1,214,5,11,49,733.0,32,4,35,0
1036,3,1,395.17,395.17,0.33,6.67,4.33,2,192,7,5,41,170.0,26,4,36,0
1037,4,0,0.0,1399.0,0.5,11.25,4.0,1,44,5,10,64,1087.0,0,4,37,0
1038,4,1,4503.98,4503.98,0.5,7.5,4.0,1,98,7,11,31,1076.0,38,3,38,0
1039,4,2,1852.98,926.49,0.25,13.75,4.25,1,84,7,11,76,1146.5,83,3,39,0
1040,5,2,7417.69,3708.85,0.6,3.0,3.6,2,83,7,15,25,1016.0,66,5,40,1
1041,2,1,1296.48,1296.48,0.5,2.5,3.5,1,94,7,4,38,1041.5,33,4,41,0
1042,5,3,4330.68,1443.56,0.4,7.0,4.4,1,224,6,12,71,525.2,58,3,42,0
1043,1,0,0.0,1399.0,1.0,20.0,4.0,2,158,6,4,17,152.0,0,1,43,0
1044,7,2,1008.62,504.31,0.43,15.71,3.57,1,64,5,22,72,888.57,56,5,44,0
1045,2,0,0.0,1399.0,0.5,5.0,4.0,1,83,5,8,32,868.0,0,3,45,1
1046,3,0,0.0,1399.0,0.0,15.0,4.0,1,75,6,11,36,461.33,0,5,46,0
1047,5,1,922.92,922.92,0.4,9.0,4.2,2,83,6,12,49,783.2,40,2,47,0
1048,3,0,0.0,1399.0,0.67,11.67,4.0,1,99,3,12,40,1699.0,0,5,48,0
1049,4,0,0.0,1399.0,0.5,13.75,4.0,1,64,7,8,53,951.75,0,5,49,1
1050,3,0,0.0,1399.0,0.67,11.67,4.0,1,36,4,4,34,806.0,0,5,50,0
1051,3,0,0.0,1399.0,0.33,13.33,4.0,1,222,7,4,49,715.0,0,4,51,0
1052,6,0,0.0,1399.0,0.67,1.67,4.0,1,99,7,13,64,780.5,0,4,52,0
1053,1,0,0.0,1399.0,0.0,30.0,4.0,1,130,1,4,9,1385.0,0,2,53,1
1054,5,1,2322.16,2322.16,0.2,2.0,4.0,2,64,6,14,61,535.0,8,4,54,0
1055,2,0,0.0,1399.0,0.5,5.0,4.0,2,4,7,3,34,1525.0,0,4,55,0
1056,1,1,345.71,345.71,0.0,0.0,4.0,1,31,7,1,19,375.0,44,4,56,0
1057,4,0,0.0,1399.0,0.25,3.75,4.0,1,209,6,10,40,1014.25,0,4,57,1
1058,3,2,6257.73,3128.87,0.0,11.67,3.33,1,41,6,9,50,903.33,87,4,58,0
1059,2,0,0.0,1399.0,0.5,20.0,4.0,1,151,4,6,35,947.0,0,3,59,0
1060,1,0,0.0,1399.0,0.0,15.0,4.0,0,190,2,2,10,1131.0,0,3,60,0
1061,2,0,0.0,1399.0,1.0,7.5,4.0,1,221,3,5,21,1219.0,0,3,61,0
1062,3,2,5304.35,2652.18,0.0,13.33,3.67,1,224,7,8,57,1032.0,32,5,62,0
1063,3,0,0.0,1399.0,0.67,11.67,4.0,2,66,6,8,45,914.0,0,5,63,0
1064,1,0,0.0,1399.0,1.0,30.0,4.0,1,126,5,4,17,1377.0,0,1,64,0
1065,1,1,7889.36,7889.36,0.0,0.0,5.0,1,13,2,4,6,1586.0,9,1,65,0
1066,4,1,3654.18,3654.18,0.5,17.5,4.0,1,77,5,12,23,852.0,34,5,66,0
1067,4,1,2032.07,2032.07,0.75,8.75,4.25,1,60,5,13,44,889.25,33,4,67,0
1068,2,0,0.0,1399.0,0.5,0.0,4.0,1,54,5,2,16,928.5,0,2,68,0
1069,3,0,0.0,1399.0,0.0,18.33,4.0,1,34,7,10,15,603.33,0,5,69,1
1070,3,0,0.0,1399.0,0.0,5.0,4.0,2,7,5,7,29,1023.67,0,3,70,0
1071,5,1,1331.9,1331.9,0.2,7.0,4.0,1,5,6,13,75,1117.6,26,5,71,0
1072,1,0,0.0,1399.0,1.0,20.0,4.0,0,13,7,4,7,1566.0,0,1,72,1
1073,2,0,0.0,1399.0,1.0,15.0,4.0,1,184,7,2,23,387.0,0,4,73,0
1074,1,0,0.0,1399.0,1.0,0.0,4.0,0,154,4,1,5,856.0,0,5,74,0
1075,2,0,0.0,1399.0,0.5,0.0,4.0,1,184,4,4,43,1292.0,0,5,75,0
1076,4,1,1449.62,1449.62,0.5,8.75,3.5,1,97,7,7,77,882.25,29,3,76,0
1077,3,1,1959.6,1959.6,0.33,0.0,4.0,1,54,7,8,21,526.0,48,4,77,0
1078,2,1,490.0,490.0,0.0,10.0,4.0,0,58,6,5,9,1327.0,6,5,78,0
1079,4,1,4252.77,4252.77,0.5,2.5,3.5,1,98,7,11,29,1218.0,46,5,79,0
1080,4,1,2111.96,2111.96,0.0,12.5,4.25,2,81,7,14,26,765.5,33,5,80,0
1081,1,0,0.0,1399.0,1.0,0.0,4.0,2,121,4,2,2,910.0,0,0,81,0
1082,3,1,1601.42,1601.42,0.67,10.0,4.0,1,58,4,7,29,1434.67,0,2,82,0
1083,4,1,1056.76,1056.76,0.5,10.0,4.0,1,214,3,9,33,926.25,47,5,83,0
1084,3,1,3648.04,3648.04,0.33,0.0,3.67,1,92,7,9,22,1055.67,46,4,84,0
1086,3,1,1236.24,1236.24,0.33,0.0,3.67,1,27,6,10,37,524.33,12,5,85,0
1087,3,1,222.61,222.61,0.0,11.67,4.0,1,218,7,9,53,951.0,20,5,86,0
1088,1,0,0.0,1399.0,1.0,20.0,4.0,1,156,4,2,1,1666.0,0,0,87,1
1089,3,1,2169.46,2169.46,0.67,6.67,4.0,1,45,6,8,49,856.33,38,5,88,0
1090,7,1,3331.6,3331.6,0.43,3.57,4.0,2,67,6,14,102,776.71,29,5,89,0
1091,4,0,0.0,1399.0,0.5,10.0,4.0,2,183,7,9,59,1005.25,0,3,90,0
1092,2,1,2987.93,2987.93,0.5,17.5,4.5,1,224,5,6,25,173.0,18,5,91,0
1093,1,0,0.0,1399.0,0.0,0.0,4.0,1,221,5,3,3,193.0,0,4,92,0
1094,2,0,0.0,1399.0,0.5,2.5,4.0,1,163,7,2,13,1235.5,0,3,93,0
1095,3,2,3681.54,1840.77,0.33,1.67,4.0,2,4,5,9,11,474.0,69,4,94,0
1096,4,2,4912.93,2456.47,0.25,5.0,4.0,1,44,5,12,64,846.5,22,5,95,0
1097,2,0,0.0,1399.0,0.5,2.5,4.0,1,9,4,8,12,1629.5,0,3,96,0
1098,3,0,0.0,1399.0,0.67,11.67,4.0,1,76,3,7,38,1288.0,0,2,97,0
1099,5,1,2717.82,2717.82,0.6,6.0,4.2,1,97,7,13,84,858.0,20,5,98,0
1100,2,2,788.77,394.39,0.0,2.5,2.5,1,97,4,3,10,988.0,40,4,99,0
1101,1,1,1339.45,1339.45,0.0,10.0,2.0,2,29,1,2,14,168.0,44,4,100,0
1102,3,0,0.0,1399.0,0.33,13.33,4.0,1,38,4,5,44,1455.33,0,2,101,0
1104,1,0,0.0,1399.0,1.0,15.0,4.0,0,207,1,1,15,809.0,0,1,102,0
1105,4,1,1244.58,1244.58,0.5,8.75,4.0,1,48,5,8,67,761.75,41,3,103,0
1106,2,0,0.0,1399.0,0.5,7.5,4.0,1,214,7,6,24,968.5,0,5,104,1
1107,3,0,0.0,1399.0,1.0,13.33,4.0,2,39,5,8,37,686.0,0,3,105,0
1108,6,0,0.0,1399.0,0.5,12.5,4.0,2,87,7,14,84,858.83,0,4,106,0
1109,3,0,0.0,1399.0,1.0,3.33,4.0,0,45,6,9,24,743.33,0,5,107,1
1110,4,1,2098.22,2098.22,0.5,3.75,3.75,2,42,6,11,22,1089.75,33,5,108,0
1111,2,1,1839.86,1839.86,0.0,7.5,4.5,1,39,4,4,38,1010.0,2,5,109,0
1112,5,1,2540.56,2540.56,0.4,8.0,4.2,2,87,6,12,39,1001.4,31,5,110,0
1113,2,0,0.0,1399.0,1.0,10.0,4.0,1,75,5,7,23,677.5,0,4,111,0
1114,2,0,0.0,1399.0,0.0,20.0,4.0,2,25,4,4,26,1415.5,0,4,112,0
1115,2,1,1763.68,1763.68,0.5,10.0,4.5,1,72,7,4,26,1087.0,13,5,113,0
1116,4,0,0.0,1399.0,0.5,8.75,4.0,1,7,5,13,36,966.25,0,4,114,0
1118,1,1,4522.5,4522.5,0.0,15.0,5.0,1,140,2,3,14,500.0,18,0,115,0
1119,1,0,0.0,1399.0,1.0,0.0,4.0,1,173,1,1,20,1639.0,0,1,116,0
1120,3,0,0.0,1399.0,0.33,10.0,4.0,2,204,6,5,34,239.33,0,5,117,0
1121,2,1,1894.59,1894.59,0.5,22.5,4.0,2,213,5,5,43,1424.0,13,3,118,1
1122,1,0,0.0,1399.0,1.0,10.0,4.0,1,84,4,1,21,863.0,0,0,119,1
1123,3,0,0.0,1399.0,0.33,26.67,4.0,2,79,4,8,47,776.67,0,4,120,0
1124,4,2,1684.02,842.01,0.5,0.0,4.5,2,64,5,8,38,897.0,34,4,121,0
1125,4,0,0.0,1399.0,0.25,6.25,4.0,2,77,4,10,53,879.75,0,5,122,0
1126,4,2,2051.36,1025.68,0.25,0.0,4.25,2,84,6,11,67,632.75,50,5,123,0
1127,4,0,0.0,1399.0,0.25,5.0,4.0,1,193,6,13,53,724.0,0,4,124,0
1128,1,0,0.0,1399.0,0.0,10.0,4.0,1,122,5,3,3,618.0,0,4,125,0
1129,4,0,0.0,1399.0,0.25,6.25,4.0,2,79,6,7,73,981.25,0,5,126,0
1130,2,1,1026.78,1026.78,0.5,22.5,3.5,0,151,3,6,22,928.5,42,4,127,0
1131,2,1,1150.86,1150.86,0.0,5.0,4.0,1,77,4,5,37,739.0,28,5,128,0
1132,3,2,3476.22,1738.11,0.33,8.33,3.67,1,178,5,7,25,901.0,29,2,129,0
1134,8,3,7061.16,2353.72,0.25,9.38,4.0,2,64,7,24,93,863.63,41,5,130,0
1135,3,0,0.0,1399.0,0.33,5.0,4.0,2,93,3,12,29,556.67,0,4,131,0
1136,2,0,0.0,1399.0,0.5,10.0,4.0,1,3,6,4,32,1251.0,0,2,132,0
1138,6,1,924.05,924.05,0.67,6.67,4.17,1,64,7,10,71,993.67,45,5,133,0
1139,2,0,0.0,1399.0,1.0,5.0,4.0,1,219,1,4,31,430.0,0,5,134,0
1140,1,0,0.0,1399.0,0.0,10.0,4.0,0,209,5,3,6,1580.0,0,5,135,0
1141,2,0,0.0,1399.0,0.5,15.0,4.0,1,210,3,6,25,966.0,0,1,136,0
1142,4,0,0.0,1399.0,0.75,18.75,4.0,2,206,4,13,57,724.0,0,4,137,0
1143,6,0,0.0,1399.0,0.5,11.67,4.0,2,63,7,20,106,901.17,0,5,138,0
1144,2,0,0.0,1399.0,0.5,7.5,4.0,1,48,6,5,42,1122.5,0,2,139,0
1145,2,1,997.25,997.25,0.0,2.5,4.5,1,81,6,3,21,617.0,34,4,140,0
1146,4,1,2950.09,2950.09,0.5,12.5,4.25,1,60,7,10,53,859.0,46,5,141,0
1147,3,0,0.0,1399.0,0.33,10.0,4.0,0,8,1,8,41,972.0,0,5,142,0
1148,4,1,843.58,843.58,0.25,6.25,4.25,1,81,4,10,32,928.0,1,1,143,0
1149,2,0,0.0,1399.0,0.5,0.0,4.0,1,76,4,3,33,1439.5,0,4,144,0
1150,3,1,2340.49,2340.49,0.33,15.0,4.0,2,201,3,9,54,184.0,0,5,145,0
1151,5,1,673.69,673.69,0.0,7.0,3.8,2,25,5,10,71,1165.0,25,5,146,0
1152,1,1,772.78,772.78,0.0,15.0,3.0,0,205,5,1,2,1482.0,40,2,147,0
1153,1,1,1069.29,1069.29,0.0,0.0,3.0,0,203,7,1,1,1351.0,35,4,148,0
1155,5,2,4908.51,2454.26,0.0,13.0,4.4,1,210,5,13,73,805.8,49,5,149,0
1156,2,0,0.0,1399.0,0.0,12.5,4.0,1,155,7,4,35,986.5,0,4,150,0
1157,1,0,0.0,1399.0,0.0,0.0,4.0,1,20,1,3,15,1236.0,0,3,151,0
1158,3,1,2864.37,2864.37,0.33,11.67,4.33,1,8,3,8,58,948.33,7,5,152,0
1159,4,1,5605.16,5605.16,0.5,5.0,4.0,1,75,7,12,43,452.0,27,5,153,0
1160,6,1,2058.0,2058.0,0.5,13.33,3.67,2,67,6,16,90,778.67,26,5,154,0
1161,2,0,0.0,1399.0,1.0,5.0,4.0,1,73,4,5,18,1205.0,0,5,155,0
1162,1,1,1483.14,1483.14,0.0,0.0,3.0,1,221,0,3,12,487.0,21,4,156,0
1163,5,1,403.7,403.7,0.8,15.0,4.2,0,91,5,11,62,798.4,24,3,157,0
1164,3,1,1126.58,1126.58,0.67,13.33,3.67,2,82,6,10,49,781.33,38,3,158,0
1165,5,2,1357.87,678.94,0.4,9.0,3.2,1,63,7,13,69,1153.0,43,4,159,0
1166,1,0,0.0,1399.0,1.0,30.0,4.0,1,89,0,2,21,440.0,0,2,160,0
1167,3,2,3059.2,1529.6,0.0,3.33,3.67,1,72,4,7,39,615.33,54,4,161,0
1168,2,0,0.0,1399.0,1.0,12.5,4.0,1,62,5,5,22,898.0,0,4,162,0
1169,4,2,947.29,473.65,0.25,6.25,4.5,2,80,5,10,62,1171.0,18,4,163,0
1171,1,0,0.0,1399.0,1.0,15.0,4.0,1,217,6,1,9,915.0,0,5,164,0
1172,4,1,332.26,332.26,0.25,11.25,4.25,1,91,7,10,48,506.0,8,4,165,0
1174,3,1,1507.02,1507.02,0.67,5.0,4.33,1,224,7,10,51,1019.0,19,5,166,1
1175,3,2,2666.89,1333.45,0.0,11.67,4.33,2,213,3,7,47,811.33,55,2,167,0
1176,2,0,0.0,1399.0,1.0,0.0,4.0,1,220,7,8,10,935.5,0,3,168,0
1177,3,1,756.39,756.39,0.33,5.0,3.33,2,75,4,5,36,1207.0,16,5,169,0
1179,2,0,0.0,1399.0,0.0,17.5,4.0,1,5,6,3,18,1009.5,0,3,170,1
1181,4,0,0.0,1399.0,0.25,6.25,4.0,1,191,5,10,44,794.0,0,4,171,0
1182,3,0,0.0,1399.0,0.33,5.0,4.0,2,33,7,9,29,546.33,0,5,172,0
1183,4,1,5294.04,5294.04,0.5,6.25,4.0,2,69,3,12,79,1005.25,12,5,173,0
1184,3,2,3314.81,1657.41,0.33,5.0,4.33,2,72,3,4,48,519.67,69,5,174,0
1185,5,0,0.0,1399.0,0.4,7.0,4.0,2,67,7,11,51,1114.6,0,2,175,0
1186,3,0,0.0,1399.0,0.67,5.0,4.0,1,85,5,8,42,589.0,0,5,176,1
1187,3,2,9145.76,4572.88,0.0,1.67,3.67,0,94,3,12,33,1133.67,52,5,177,0
1188,4,3,1550.69,516.9,0.0,3.75,4.25,2,93,6,7,63,751.5,78,3,178,1
1189,3,0,0.0,1399.0,0.33,10.0,4.0,0,18,7,9,32,1113.0,0,5,179,0
1190,4,2,1456.45,728.23,0.25,6.25,4.25,1,69,7,11,33,1003.5,89,5,180,0
1191,2,0,0.0,1399.0,0.5,12.5,4.0,1,92,6,4,25,1039.0,0,4,181,0
1192,1,0,0.0,1399.0,1.0,5.0,4.0,1,138,3,1,21,1482.0,0,0,182,0
1193,3,1,1818.94,1818.94,0.33,3.33,4.33,2,83,5,5,17,1533.67,27,3,183,0
1194,2,0,0.0,1399.0,0.0,15.0,4.0,1,61,1,3,7,1216.5,0,2,184,0
1195,3,1,1219.67,1219.67,0.33,8.33,4.0,2,78,7,8,40,932.33,35,5,185,0
1196,5,2,5634.82,2817.41,0.6,5.0,3.6,2,39,7,16,41,1109.6,33,5,186,1
1197,4,1,4518.88,4518.88,0.5,11.25,3.75,2,86,6,14,64,1150.0,42,3,187,0
1198,2,1,973.3,973.3,0.0,5.0,4.5,0,139,5,3,9,978.5,36,3,188,1
1199,1,0,0.0,1399.0,0.0,15.0,4.0,0,124,5,3,13,257.0,0,2,189,0
1200,4,1,1897.32,1897.32,0.75,10.0,4.25,1,71,7,12,51,907.5,26,5,190,0
1201,3,0,0.0,1399.0,0.67,8.33,4.0,1,51,7,10,40,827.33,0,4,191,0
1202,2,1,1248.59,1248.59,0.0,2.5,3.0,1,156,3,6,30,515.0,0,4,192,0
1203,6,2,3619.66,1809.83,0.17,9.17,4.0,1,74,7,15,87,512.17,26,2,193,0
1204,5,1,969.32,969.32,0.4,5.0,3.8,1,9,6,15,63,1281.2,14,5,194,0
1205,2,0,0.0,1399.0,0.5,0.0,4.0,0,43,6,4,47,380.5,0,5,195,0
1206,2,1,3324.51,3324.51,0.5,0.0,3.5,0,184,6,4,34,1118.0,22,4,196,0
1207,1,0,0.0,1399.0,0.0,0.0,4.0,0,114,7,1,23,1574.0,0,4,197,0
1208,4,1,1136.65,1136.65,0.5,7.5,3.25,2,99,7,9,39,1024.75,49,5,198,0
1209,7,1,816.6,816.6,0.43,10.71,4.14,2,68,6,18,78,787.57,43,5,199,0
1210,3,0,0.0,1399.0,0.33,23.33,4.0,1,85,2,7,32,1188.67,0,4,200,0
1211,1,0,0.0,1399.0,1.0,15.0,4.0,0,148,4,1,14,694.0,0,0,201,0
1212,6,3,2666.46,888.82,0.5,5.0,4.0,2,85,7,15,84,1062.5,86,4,202,0
1213,6,1,744.78,744.78,0.33,9.17,3.83,1,85,7,18,78,999.0,21,5,203,1
1214,2,1,3055.83,3055.83,0.5,2.5,4.0,1,80,6,4,10,1094.5,0,5,204,0
1215,4,1,1328.42,1328.42,0.0,16.25,3.75,1,54,2,11,44,717.5,41,5,205,0
1216,2,0,0.0,1399.0,0.5,7.5,4.0,1,55,7,7,19,857.0,0,4,206,0
1217,1,0,0.0,1399.0,0.0,0.0,4.0,1,13,5,2,8,757.0,0,5,207,0
1218,4,2,3526.43,1763.22,0.25,7.5,3.75,1,3,7,10,61,1397.5,41,5,208,0
1219,4,0,0.0,1399.0,0.25,11.25,4.0,2,46,7,10,49,814.25,0,4,209,1
1220,3,1,1765.86,1765.86,0.67,1.67,4.33,1,210,5,10,32,266.0,48,5,210,0
1221,2,0,0.0,1399.0,0.0,15.0,4.0,1,206,4,5,7,863.0,0,5,211,0
1222,6,1,898.63,898.63,0.67,10.83,4.17,2,63,6,14,82,1123.33,49,5,212,0
1223,2,1,522.78,522.78,0.0,5.0,2.5,1,119,5,3,25,834.5,18,5,213,0
1224,2,0,0.0,1399.0,0.0,12.5,4.0,1,154,7,4,18,1026.5,0,3,214,0
1225,4,1,268.76,268.76,0.5,8.75,3.75,1,183,6,8,57,799.5,18,2,215,0
1226,3,1,1203.09,1203.09,0.0,5.0,3.33,0,20,6,9,29,1239.0,24,3,216,0
1227,2,1,4039.92,4039.92,0.0,5.0,4.0,1,22,2,8,27,363.0,42,4,217,0
1228,2,1,829.75,829.75,0.5,15.0,4.5,1,152,6,5,14,513.5,10,5,218,0
1229,5,1,651.56,651.56,0.6,3.0,4.0,0,18,7,14,83,951.4,21,5,219,0
1230,4,0,0.0,1399.0,0.5,11.25,4.0,1,54,5,14,54,748.0,0,2,220,1
1231,4,1,741.57,741.57,0.25,7.5,3.5,2,178,6,9,62,894.0,41,4,221,0
1232,2,0,0.0,1399.0,0.0,15.0,4.0,1,50,2,6,21,1132.0,0,4,222,0
1233,2,0,0.0,1399.0,0.5,10.0,4.0,1,195,2,3,28,1095.5,0,3,223,0
1234,3,1,377.35,377.35,0.0,6.67,4.33,2,25,5,7,31,1082.0,43,5,224,0
1235,5,0,0.0,1399.0,0.4,12.0,4.0,2,80,6,11,56,1086.4,0,4,225,0
1236,1,0,0.0,1399.0,1.0,5.0,4.0,1,152,6,4,15,643.0,0,5,226,1
1237,3,0,0.0,1399.0,1.0,1.67,4.0,1,92,3,6,33,844.67,0,3,227,0
1238,2,0,0.0,1399.0,0.5,10.0,4.0,2,83,5,6,17,350.5,0,4,228,0
1239,3,0,0.0,1399.0,0.33,1.67,4.0,2,35,6,9,32,1067.67,0,5,229,0
1240,3,1,1882.12,1882.12,0.33,10.0,3.33,1,8,7,10,16,1336.0,48,5,230,0
1241,6,2,3617.15,1808.58,0.0,7.5,4.17,1,95,5,15,84,854.0,72,5,231,0
1242,2,0,0.0,1399.0,0.5,5.0,4.0,1,7,1,4,29,1129.5,0,5,232,0
1243,3,1,3898.5,3898.5,0.67,8.33,4.0,1,47,6,6,36,434.67,49,5,233,0
1244,5,2,3078.65,1539.33,0.4,6.0,4.0,1,98,6,10,53,1256.4,51,4,234,0
1245,2,0,0.0,1399.0,0.5,12.5,4.0,1,44,5,6,22,1217.0,0,4,235,1
1246,1,0,0.0,1399.0,0.0,20.0,4.0,2,147,2,3,11,808.0,0,2,236,0
1247,1,0,0.0,1399.0,1.0,20.0,4.0,1,193,3,4,1,573.0,0,4,237,0
1248,2,0,0.0,1399.0,0.5,25.0,4.0,1,57,7,6,42,1247.0,0,4,238,0
1250,2,0,0.0,1399.0,0.5,15.0,4.0,2,91,7,6,35,336.0,0,5,239,0
1251,2,0,0.0,1399.0,0.0,12.5,4.0,1,54,7,6,41,648.5,0,5,240,0
1252,3,2,7790.94,3895.47,0.0,1.67,3.33,1,83,6,8,35,984.0,38,5,241,0
1253,3,1,2191.33,2191.33,0.33,6.67,4.0,1,136,6,4,43,974.67,25,3,242,0
1254,1,0,0.0,1399.0,0.0,0.0,4.0,1,146,0,3,5,306.0,0,4,243,0
1255,1,0,0.0,1399.0,0.0,10.0,4.0,0,188,6,1,20,288.0,0,2,244,0
1256,1,0,0.0,1399.0,0.0,20.0,4.0,0,179,2,1,1,1562.0,0,2,245,0
1257,2,0,0.0,1399.0,0.0,2.5,4.0,1,2,7,6,13,916.5,0,5,246,0
1258,1,0,0.0,1399.0,1.0,20.0,4.0,1,88,5,2,15,1623.0,0,4,247,0
1259,2,0,0.0,1399.0,0.5,7.5,4.0,1,198,3,6,36,1049.0,0,5,248,0
1260,2,0,0.0,1399.0,1.0,12.5,4.0,2,32,5,5,34,1362.0,0,4,249,0
1261,3,0,0.0,1399.0,0.67,6.67,4.0,0,32,4,8,53,828.33,0,5,250,0
1262,3,1,797.16,797.16,0.67,15.0,3.67,1,5,5,8,24,967.0,26,3,251,0
1263,4,0,0.0,1399.0,0.75,11.25,4.0,1,193,7,9,59,800.25,0,4,252,0
1264,3,1,1712.22,1712.22,0.33,3.33,4.33,1,46,7,6,46,1122.33,15,5,253,0
1266,3,0,0.0,1399.0,0.67,3.33,4.0,0,77,2,6,38,1164.33,0,5,254,0
1267,4,0,0.0,1399.0,0.5,2.5,4.0,1,93,4,12,53,723.5,0,5,255,0
1268,3,1,1455.21,1455.21,0.33,6.67,4.0,2,37,7,9,31,623.67,13,5,256,0
1269,4,1,1787.02,1787.02,0.5,3.75,4.25,1,224,5,10,75,650.75,27,4,257,0
1270,4,2,3845.93,1922.97,0.25,2.5,4.25,1,61,7,9,62,728.5,44,5,258,0
1271,8,1,1130.35,1130.35,0.5,8.75,3.63,1,24,6,16,96,1140.25,35,5,259,0
1273,1,0,0.0,1399.0,0.0,0.0,4.0,1,189,4,4,6,697.0,0,4,260,0
1274,3,1,2065.7,2065.7,0.33,1.67,3.33,2,99,6,5,62,1052.67,13,2,261,1
1275,4,2,7788.92,3894.46,0.25,5.0,3.5,1,59,7,12,58,1021.0,49,4,262,0
1277,4,1,414.36,414.36,0.5,12.5,4.0,1,56,6,7,43,993.75,3,3,263,0
1278,4,2,4367.72,2183.86,0.5,3.75,3.5,2,36,6,11,46,581.75,44,5,264,0
1279,6,1,3180.17,3180.17,0.33,12.5,4.0,2,97,5,13,78,642.33,9,5,265,0
1280,2,0,0.0,1399.0,0.5,17.5,4.0,0,84,4,4,19,659.5,0,1,266,0
1281,3,0,0.0,1399.0,0.33,8.33,4.0,1,85,7,11,47,879.33,0,1,267,0
1282,2,1,281.46,281.46,0.5,12.5,3.5,1,31,4,4,46,1346.0,25,1,268,0
1283,2,1,3166.32,3166.32,0.5,5.0,3.5,1,23,7,6,16,1113.5,44,5,269,0
1284,4,1,6649.04,6649.04,0.25,8.75,3.25,1,97,5,11,17,1320.0,6,5,270,0
1285,3,1,2942.34,2942.34,0.0,11.67,4.0,1,35,7,10,53,1607.0,49,5,271,0
1286,1,0,0.0,1399.0,0.0,10.0,4.0,1,124,1,4,21,311.0,0,0,272,0
